Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
26-10-2022,Christopher Ho,Tanya Green,Chevrolet,Silverado,2013,14566,0.060682467,883.9
29-12-2022,Kevin Ochoa,Travis Fox,Honda,F-150,2021,45660,0.109158621,4984.18
20-05-2022,Dylan Martin,Rachel Whitehead,Ford,Corolla,2022,11372,0.098670981,1122.09
07-07-2022,Jamie Adams,Matthew Fisher MD,Nissan,F-150,2014,21526,0.09282293,1998.11
12-03-2023,Mike Davis,Francisco Schneider,Ford,Altima,2019,42766,0.095125585,4068.14
16-01-2023,Austin Beck,John Skinner,Toyota,Corolla,2016,19993,0.05000216,999.69
24-01-2023,Valerie Nolan,Shelley Welch,Chevrolet,Silverado,2018,21258,0.08647141,1838.21
26-12-2022,Robert Conrad,Stephanie Garcia,Nissan,F-150,2016,48180,0.113473923,5467.17
20-02-2023,Diane Sanders,Denise Velez,Ford,F-150,2021,22268,0.055122106,1227.46
27-05-2022,Scott Martin,Christine Bradford,Nissan,Civic,2012,25447,0.135362994,3444.58
11-07-2022,Daniel Roberts,Angela Ramos,Honda,Silverado,2018,23454,0.07415248,1739.17
30-06-2022,David Lee,Andrew Townsend,Ford,Corolla,2017,33224,0.118367779,3932.65
27-04-2023,Bonnie Gomez,Darlene Travis,Honda,Altima,2017,38751,0.143619062,5565.38
11-08-2022,Mariah Wood,Mary Taylor,Chevrolet,Corolla,2015,23319,0.133155509,3105.05
11-07-2022,Veronica Tyler,Leslie Scott,Toyota,Silverado,2013,10067,0.123670066,1244.99
03-03-2023,Jeremy Santiago,Eric Thornton,Chevrolet,Civic,2015,45862,0.074396419,3411.97
16-06-2022,Jason Kerr,Lynn Harris,Nissan,F-150,2016,18286,0.135828121,2483.75
24-02-2023,Tara Glenn,Carl Hernandez,Toyota,Corolla,2017,20553,0.080773672,1660.14
17-03-2023,Jamie Braun,Christine Parker,Toyota,Silverado,2010,43218,0.141376758,6110.02
12-08-2022,Robert Woods,Robin Mcintosh,Ford,Civic,2021,33221,0.087297164,2900.1
24-04-2023,Lisa Riley DVM,Jessica Martin,Nissan,Civic,2014,13931,0.110384276,1537.76
14-11-2022,Jenny Webster,Jason Pugh,Chevrolet,Corolla,2018,19666,0.137933425,2712.6
22-11-2022,Michael Henderson,Ellen Brewer,Toyota,Altima,2010,44249,0.064748187,2865.04
14-05-2022,Melissa Cline,Mrs. Jessica Wilson MD,Toyota,Silverado,2017,12013,0.085403389,1025.95
16-10-2022,Caleb Martinez DDS,Michelle Mendez,Chevrolet,Silverado,2021,31841,0.118439009,3771.22
01-05-2022,Jason Jackson,Michael Payne,Nissan,Corolla,2022,41449,0.076826727,3184.39
18-02-2023,Michelle Fuller,Kristy Brown,Nissan,Altima,2011,16779,0.097095229,1629.16
11-01-2023,Shannon Cruz,Becky Castillo,Toyota,F-150,2020,45908,0.135212639,6207.34
15-10-2022,Charles Guerra,Andrew Duncan,Toyota,Altima,2011,45839,0.1155839,5298.25
13-11-2022,Patrick Doyle,Nathan Diaz,Nissan,Corolla,2011,14507,0.085988837,1247.44
16-06-2022,Robert Graham,Dana Mata,Ford,Corolla,2010,31026,0.071262414,2210.99
25-04-2023,Amy Pierce,Kyle Hill,Honda,Corolla,2017,46250,0.110094083,5091.85
02-09-2022,Joseph Galvan,Kevin Harvey,Nissan,Altima,2016,28591,0.114410086,3271.1
17-06-2022,Kirsten Pope,Kendra Stein,Nissan,Altima,2015,31143,0.132036253,4112.01
17-05-2022,Peter Schmidt,Sheena Lewis,Chevrolet,Silverado,2016,28204,0.092110884,2597.9
27-11-2022,Jeffery Torres,Carol Henry,Honda,Corolla,2020,31386,0.118716579,3726.04
19-08-2022,Levi Baker,Stephen Perez,Toyota,Silverado,2022,42409,0.116102507,4923.79
23-10-2022,Robert Coleman,Brian Bates,Honda,Silverado,2017,27318,0.060005939,1639.24
08-03-2023,Jill Melton,Alejandro Holt,Nissan,Civic,2014,14698,0.059679003,877.16
30-08-2022,George Compton,Cynthia Wells,Honda,Corolla,2010,42121,0.070755842,2980.31
22-03-2023,David Hughes,Eric Hickman,Toyota,F-150,2016,36472,0.142495613,5197.1
27-09-2022,Karen Herman,Jennifer Anderson,Nissan,Silverado,2014,35150,0.095719699,3364.55
01-09-2022,Julia Fleming,Daniel Patterson Jr.,Honda,Corolla,2020,48729,0.053908033,2626.88
02-02-2023,Jasmine Ferguson,Molly Crawford,Nissan,Altima,2016,31699,0.117006649,3708.99
01-11-2022,Patricia Brooks,Christie Hunter,Toyota,Altima,2015,48969,0.079225824,3879.61
23-10-2022,Kathryn White,Nancy Davis,Nissan,Altima,2014,42995,0.080287046,3451.94
24-01-2023,Eric Hernandez,Michele Morgan,Chevrolet,Silverado,2017,25721,0.075790217,1949.4
17-02-2023,Kathryn Wolfe,John Miles,Nissan,Silverado,2018,39961,0.08942382,3573.47
12-04-2023,Andrew West,Renee Phillips,Toyota,Silverado,2017,30720,0.130696765,4015
09-02-2023,Stephen Newton,Emily Moses,Honda,Silverado,2014,39757,0.136853463,5440.88
28-05-2022,Mary Henry,Ryan Barnes,Ford,Civic,2019,24673,0.104844397,2586.83
03-01-2023,Michelle Sherman,Veronica White,Ford,Altima,2014,24010,0.142086508,3411.5
20-12-2022,Dr. Kimberly Johnston,Christine Scott,Toyota,Silverado,2020,12606,0.129309311,1630.07
19-08-2022,Richard Garcia,Jennifer Ritter,Honda,Corolla,2016,47608,0.123129616,5861.95
04-03-2023,Michelle Ayala,Dominique Carlson,Ford,Civic,2020,37065,0.079866543,2960.25
27-06-2022,Stephanie Spencer,Audrey Cooper,Ford,Civic,2017,28539,0.107540134,3069.09
05-04-2023,Nicole Rivera,Mr. Jake Marquez,Ford,Altima,2019,26971,0.122022775,3291.08
04-05-2022,Edward Brown,Michael Murphy,Toyota,Silverado,2018,30286,0.125772834,3809.16
03-02-2023,Sara Patrick,Patrick Thomas,Ford,Civic,2016,45257,0.092801954,4199.94
13-11-2022,Todd Edwards,Michael Chandler,Toyota,Silverado,2019,35271,0.059142926,2086.03
25-02-2023,Eileen Guzman,Timothy Miller,Chevrolet,F-150,2013,16272,0.102119475,1661.69
01-08-2022,Susan Williams,Robert Tucker,Ford,Civic,2013,28149,0.071137321,2002.44
27-04-2023,Austin Montoya,John Rogers,Nissan,Silverado,2010,15021,0.136241677,2046.49
23-12-2022,Teresa Thompson,John Glenn,Toyota,F-150,2015,46673,0.102520665,4784.95
13-04-2023,Walter Wallace,Ashley Marquez,Toyota,F-150,2015,31679,0.08055814,2552
19-03-2023,Jose Roth,Joseph Kerr,Ford,Silverado,2014,40621,0.0612262,2487.07
25-05-2022,Jeffery Garcia,Alfred Butler,Honda,F-150,2017,22369,0.095342474,2132.72
03-10-2022,Jonathan Burgess,Christopher Smith,Ford,Civic,2011,37862,0.087528529,3314.01
14-08-2022,Christine Moyer,Ashley Carr,Chevrolet,Silverado,2015,42449,0.069206145,2937.73
25-08-2022,Jeffrey Hicks,Kayla Hernandez,Ford,Silverado,2011,36410,0.130661672,4757.39
21-11-2022,Terri Durham,Donna Jones,Ford,Civic,2017,46640,0.140119304,6535.16
03-11-2022,Brandon Morrow,Maria White,Ford,Civic,2013,34417,0.118633695,4083.02
05-11-2022,Shawn Hunt,Joseph Livingston,Chevrolet,F-150,2014,42602,0.092817109,3954.19
29-04-2023,David Garrison,Justin Moore,Ford,Civic,2017,46312,0.105941253,4906.35
29-07-2022,David Grant,Maria Briggs,Nissan,Corolla,2016,45589,0.106894879,4873.23
07-02-2023,Kimberly Hall,John Parker,Honda,Silverado,2015,44779,0.10669721,4777.79
06-02-2023,Roger Randolph,Gabriel Garcia,Chevrolet,Altima,2019,41842,0.146453913,6127.92
08-08-2022,Jacob Moore,Randy Noble,Toyota,Corolla,2020,36840,0.137618298,5069.86
25-01-2023,Joshua Wilson DDS,James Summers,Ford,F-150,2015,17171,0.142546731,2447.67
31-01-2023,Nicholas Martinez,Kenneth Tyler,Nissan,Altima,2017,31156,0.102393778,3190.18
23-04-2023,Robert Gibson,Kirk Lowe,Toyota,Altima,2017,29442,0.149890205,4413.07
19-09-2022,Mary Torres,Kathleen Perry,Nissan,Corolla,2021,30422,0.092048086,2800.29
28-09-2022,Gerald Peterson,Daniel Keller,Chevrolet,Civic,2017,24838,0.100163473,2487.86
15-04-2023,Samuel Bailey,Pamela Fisher,Ford,Altima,2010,31507,0.141868078,4469.84
23-06-2022,Kevin Lyons,Anthony Fleming,Chevrolet,Corolla,2011,45287,0.085259211,3861.13
10-02-2023,Joseph Adams,Barry Decker,Nissan,Silverado,2019,13085,0.061858079,809.41
14-04-2023,Gary Mccarthy,Mary Johnson,Nissan,Altima,2011,29936,0.073987924,2214.9
17-07-2022,Rebecca Blair,Michael Carlson,Ford,Civic,2013,31900,0.07614751,2429.11
11-06-2022,Brandon Brown,Kevin Davis,Honda,Civic,2011,31050,0.084945255,2637.55
07-09-2022,Sharon Williams,Miranda Moore,Ford,F-150,2017,40988,0.079246562,3248.16
11-02-2023,Hannah Perez,Stephanie Stanley,Honda,Altima,2012,19530,0.108669956,2122.32
05-05-2022,Donald Hickman,Donald Smith,Chevrolet,Altima,2010,24606,0.092016975,2264.17
18-07-2022,Jennifer Diaz DVM,Casey Saunders,Chevrolet,Corolla,2011,46494,0.05097661,2370.11
14-02-2023,Kimberly Hall,Laura Jones,Toyota,F-150,2022,13756,0.138670924,1907.56
16-11-2022,Anthony Brady MD,Kim Aguilar DDS,Toyota,F-150,2014,44308,0.077016327,3412.44
31-05-2022,Bobby Kelly,Danielle Mack,Chevrolet,F-150,2012,34172,0.133677318,4568.02
26-08-2022,Carol Liu,James Taylor,Honda,Corolla,2015,26438,0.14714153,3890.13
17-08-2022,Michael Mcneil,Jessica Hamilton,Nissan,Altima,2020,17715,0.114374962,2026.15
22-01-2023,Jessica Jimenez,Jennifer Hernandez,Honda,Altima,2022,44752,0.080793011,3615.65
03-09-2022,Jessica Guerrero,Mark Dudley,Nissan,Silverado,2020,13705,0.062327464,854.2
18-03-2023,Christian Carter,Alexander Stokes,Chevrolet,F-150,2012,13204,0.132188342,1745.41
07-08-2022,Gregory Lewis,Christina Murphy,Ford,Corolla,2012,23332,0.091599813,2137.21
27-04-2023,Jesse Lawrence,Brandon Wolf,Ford,Civic,2016,33607,0.131143636,4407.34
10-03-2023,Jordan Evans,Madison Rivera,Honda,F-150,2022,20819,0.099364416,2068.67
08-10-2022,Nicholas Ballard,Sharon Maxwell,Chevrolet,Altima,2020,13726,0.073201226,1004.76
03-12-2022,Mrs. Ruth Stanley MD,Christopher Dominguez,Chevrolet,Civic,2015,24760,0.100993346,2500.6
29-09-2022,Tracy Ramirez,Kimberly Hughes,Toyota,Altima,2010,17443,0.111436078,1943.78
10-12-2022,Casey Cohen,Michelle Beck,Ford,Silverado,2021,11203,0.085945181,962.84
13-02-2023,Darlene Johnson,Thomas Peters,Ford,F-150,2016,15529,0.133077016,2066.55
18-10-2022,Karla Blackwell,Ryan Hernandez,Ford,Civic,2010,17532,0.126231783,2213.1
27-05-2022,April Young,Courtney Sullivan,Nissan,Civic,2022,24292,0.141819805,3445.09
13-11-2022,Megan Tate,Jennifer Hall,Chevrolet,Civic,2010,43050,0.114986185,4950.16
08-06-2022,Erik Leonard,Joel Garrett,Nissan,Silverado,2014,18693,0.058118731,1086.41
13-09-2022,Lance Flores,Jeffrey Cooper,Toyota,Civic,2020,37788,0.111346053,4207.54
22-03-2023,Melissa Jacobs,Dillon Johnson,Honda,Silverado,2012,49929,0.093433692,4665.05
25-07-2022,Todd Fisher,Jose King,Nissan,Corolla,2017,28026,0.053538008,1500.46
29-01-2023,Zachary Hanson,Andrew Roth,Honda,Civic,2011,42145,0.087289118,3678.8
12-05-2022,Mrs. Regina Walker,Courtney Wright,Honda,F-150,2012,35800,0.06054802,2167.62
23-07-2022,Daniel Schaefer,Angel Rose,Ford,F-150,2019,38050,0.132951135,5058.79
04-01-2023,Juan Diaz,Rachel Bowen,Nissan,F-150,2021,45151,0.077072302,3479.89
02-03-2023,Jennifer Williams MD,Michael Orozco,Honda,Altima,2019,34856,0.10998697,3833.71
07-03-2023,Nicholas Thompson PhD,Donald Diaz,Toyota,Silverado,2022,20930,0.062233074,1302.54
23-12-2022,Seth Lewis,Joseph Tran,Toyota,Corolla,2010,46665,0.11008936,5137.32
29-09-2022,Amanda Brown,Gabriel Anderson,Nissan,Civic,2021,45192,0.061448178,2776.97
03-02-2023,Joshua Rogers,Leslie Garcia,Toyota,Corolla,2010,15839,0.130557471,2067.9
26-04-2023,Jennifer Norman,Laura Brown,Toyota,Civic,2022,21492,0.132778844,2853.68
25-10-2022,Peter Christensen,Cynthia Cabrera,Chevrolet,Silverado,2018,21527,0.128155872,2758.81
17-12-2022,Alicia Mathis,Stephen Russell,Toyota,Silverado,2013,15980,0.146767613,2345.35
24-07-2022,Brandon Gonzalez,Patrick Brady,Honda,Silverado,2016,30295,0.136748179,4142.79
20-08-2022,Carol Cabrera,Zachary Brown,Chevrolet,Civic,2017,11864,0.083191279,986.98
26-04-2023,Bradley Lopez,Jessica Reid,Chevrolet,Corolla,2015,29817,0.062327834,1858.43
13-12-2022,Deborah Perez,Jason Murphy,Toyota,Silverado,2013,36173,0.093557935,3384.27
21-08-2022,Rodney Thomas,Timothy Ellis,Toyota,Corolla,2011,27133,0.073526554,1995
15-02-2023,Lauren Murphy,Randall Yang,Toyota,Silverado,2014,37913,0.137417938,5209.93
11-05-2022,Angela Wood,Cory Rogers,Honda,F-150,2017,37923,0.091910432,3485.52
23-03-2023,Carol Taylor,Bradley Wilcox,Honda,Civic,2010,49122,0.070310096,3453.77
16-04-2023,Eduardo White,Brenda Werner,Honda,Corolla,2021,25069,0.071331945,1788.22
24-08-2022,Debbie Smith,Scott Donovan,Honda,Civic,2017,44652,0.083283473,3718.77
03-11-2022,Charles Patrick,Donald Gregory Jr.,Nissan,Altima,2020,29694,0.055507208,1648.23
22-03-2023,Roger Strong,Adam Richardson,Nissan,Altima,2019,25601,0.098465809,2520.82
23-12-2022,Tracy Li,Amber Wells,Honda,Civic,2014,29843,0.054172647,1616.67
16-01-2023,Curtis Gutierrez,Jorge Williams,Toyota,F-150,2011,21667,0.141795717,3072.29
31-08-2022,Russell Graham,Benjamin Boyle,Honda,Civic,2017,14344,0.141775724,2033.63
13-12-2022,David Guzman,Sheila Frank,Nissan,Silverado,2022,40186,0.14989199,6023.56
09-12-2022,Cindy Parker,Amanda Ferrell,Honda,Corolla,2011,13766,0.129079333,1776.91
23-12-2022,Mrs. Jennifer Page,Kyle Collins,Honda,Altima,2018,21350,0.103338049,2206.27
07-05-2022,Lindsay Scott,Roberta Wall,Nissan,F-150,2016,11280,0.132880034,1498.89
10-01-2023,Katherine Castro,Colin Wilson,Chevrolet,Corolla,2021,16613,0.091766969,1524.52
25-03-2023,Ian Armstrong,Ashlee Guzman,Nissan,Civic,2013,39916,0.122112009,4874.22
29-05-2022,Charles Johnson,Robert Conley,Ford,Civic,2021,26876,0.086318525,2319.9
03-02-2023,Jessica Thompson,Nancy Cooley,Nissan,Silverado,2012,35616,0.148981016,5306.11
25-09-2022,Amy Hebert,Ashley Benton,Toyota,F-150,2011,30248,0.065154038,1970.78
27-04-2023,Brian Mullen,Christine Perez,Chevrolet,Silverado,2014,10025,0.059271937,594.2
24-03-2023,Jessica Navarro,Michael Dawson,Chevrolet,F-150,2012,17326,0.120964077,2095.82
01-05-2023,Chelsea Lucero,Stanley Perez,Nissan,Civic,2021,36948,0.11820734,4367.52
02-12-2022,Amber Williams,Rachel Estrada,Toyota,Corolla,2013,15025,0.132165849,1985.79
16-09-2022,Carl Wright,Mrs. Karla Horn,Ford,Corolla,2020,36925,0.143845407,5311.49
20-02-2023,Angela Johnson,Samuel Duke,Ford,Altima,2017,39332,0.114974011,4522.16
24-08-2022,Glenn Gonzalez,Kendra Clark,Ford,F-150,2014,45837,0.086689901,3973.6
30-06-2022,James Sutton,Tammy Ward,Honda,Silverado,2016,38265,0.08034791,3074.51
29-04-2023,Benjamin Burton,Valerie Salazar,Ford,Altima,2018,48884,0.083590255,4086.23
04-01-2023,Danielle Murphy,Crystal Dean,Honda,Civic,2022,15231,0.121576275,1851.73
25-10-2022,Brittney Hale,Anthony Peters,Toyota,Corolla,2018,32520,0.13987486,4548.73
14-12-2022,Brenda Adams,Yvonne Harper,Honda,F-150,2015,41135,0.144529851,5945.24
25-05-2022,Michelle Santana,Andrea Diaz,Ford,Silverado,2014,37862,0.147721215,5593.02
18-04-2023,Stacey Bradley,Tina Simpson,Nissan,Civic,2013,14671,0.137177572,2012.53
17-04-2023,Jerry King,Chelsea Webb,Chevrolet,Corolla,2014,19940,0.148989448,2970.85
03-02-2023,Matthew Cooper,Julia Mcclain,Chevrolet,Altima,2019,28152,0.064239202,1808.46
01-06-2022,Kenneth Leon,Tommy Gonzalez,Nissan,Silverado,2018,48410,0.085320319,4130.36
29-04-2023,Joel Torres,Daniel Case DVM,Ford,Altima,2010,17862,0.107374253,1917.92
02-06-2022,Heather Gonzalez,Michelle Bush,Chevrolet,Corolla,2019,13144,0.088974582,1169.48
28-02-2023,Colton Cooper,Dr. Michelle Guerra,Chevrolet,Altima,2010,27838,0.120194229,3345.97
01-11-2022,Paul Taylor,Thomas Edwards,Ford,Silverado,2015,11599,0.106657735,1237.12
28-11-2022,Ryan Williamson,Dana Hampton,Nissan,Corolla,2018,48099,0.128783715,6194.37
19-01-2023,Kyle Jackson,Mr. Shawn Johnson,Ford,Corolla,2018,10418,0.148482956,1546.9
04-05-2022,Richard Howard,Larry Andrews,Toyota,Altima,2022,31836,0.120816604,3846.32
24-07-2022,Jacob Wade,Christopher Jenkins,Ford,Altima,2015,29785,0.092425865,2752.9
09-03-2023,Richard Anderson,Caitlin Hughes,Nissan,Civic,2011,43101,0.090237164,3889.31
15-03-2023,Sean Robinson,Lydia Fleming,Ford,F-150,2022,32055,0.062044505,1988.84
29-06-2022,George Hawkins,William Juarez,Honda,Corolla,2016,16578,0.141114865,2339.4
26-08-2022,Debbie Wells,Kathryn Park,Honda,Civic,2021,46780,0.077381418,3619.9
14-02-2023,Haley Campbell,Kaitlin Rogers,Ford,Altima,2019,47011,0.066211592,3112.67
28-03-2023,David Miles,Angela Hall,Toyota,Altima,2012,48518,0.13138673,6374.62
16-03-2023,Albert George,Brian Wagner,Nissan,Silverado,2019,44162,0.128188407,5661.06
03-01-2023,Nathan Whitehead,Jessica Becker,Ford,Civic,2011,20900,0.126024872,2633.92
16-04-2023,Joseph Moore,Phillip Conley,Ford,F-150,2020,27795,0.0739954,2056.7
30-01-2023,Miss Andrea Cox,Anthony Gordon,Ford,F-150,2010,14816,0.069903865,1035.7
19-02-2023,Danny Hall,Kevin Morris,Honda,F-150,2019,43586,0.05800043,2528.01
21-10-2022,Christina Adkins,Katie Bell,Honda,Civic,2022,48743,0.11107111,5413.94
22-10-2022,Brian Ramos,Hunter Mccoy,Ford,Civic,2021,42308,0.103506541,4379.15
07-11-2022,Edward Fowler,Jacob Woods,Honda,F-150,2018,46030,0.131087744,6033.97
25-09-2022,Richard Garcia,Scott Humphrey,Chevrolet,Silverado,2010,13906,0.095843234,1332.8
24-01-2023,Dr. Samantha Young,John Nunez,Chevrolet,Corolla,2011,34067,0.12732943,4337.73
07-06-2022,Amber Shaw,Jeffrey Cameron,Ford,Silverado,2012,42964,0.141651755,6085.93
04-02-2023,Warren Matthews,Debra Gaines,Toyota,Corolla,2013,45031,0.075450255,3397.6
28-10-2022,Teresa Scott,Nancy Miller,Toyota,Altima,2012,43422,0.08840186,3838.59
20-01-2023,Hannah Lawson,Stephanie Osborne,Nissan,Corolla,2022,13530,0.11121022,1504.67
09-09-2022,David Long,Laura Mccullough,Ford,F-150,2012,12785,0.075195436,961.37
22-11-2022,Tina Sanchez,Rebecca Thompson,Nissan,Civic,2014,24407,0.116117404,2834.08
21-07-2022,Patricia West,Michael Michael,Toyota,F-150,2014,46329,0.053654741,2485.77
01-01-2023,Paige Miller,Barbara Wong,Honda,Altima,2013,20067,0.148151975,2972.97
16-12-2022,James Olsen,Joseph Richard,Nissan,F-150,2014,21084,0.053424536,1126.4
26-03-2023,Daniel Branch,Nicholas Snow,Chevrolet,F-150,2010,25761,0.128635894,3313.79
06-05-2022,Trevor Campbell,Mrs. Misty Porter,Honda,Altima,2022,30977,0.112036971,3470.57
16-02-2023,John Pollard,Amy Ray,Ford,Silverado,2012,15083,0.102747925,1549.75
03-07-2022,Craig Colon,Joseph Garcia,Toyota,Civic,2022,29071,0.118286698,3438.71
27-04-2023,Kyle Atkins,Benjamin Meadows,Ford,Silverado,2011,32373,0.08936696,2893.08
17-12-2022,Eric Byrd,Jasmine Crawford,Chevrolet,Civic,2015,17960,0.07262428,1304.33
20-02-2023,Alexander Reed,Barbara Sanchez,Ford,F-150,2011,12386,0.145937913,1807.59
16-01-2023,Meagan Mckenzie,Jessica Berry,Ford,Civic,2015,49402,0.054838674,2709.14
22-12-2022,Kari Garcia,Sarah Mason,Chevrolet,Corolla,2016,49985,0.13290165,6643.09
20-10-2022,Robert Navarro,Lauren Medina,Honda,Civic,2022,27981,0.103730165,2902.47
26-05-2022,Pamela Smith,Stacey Brown,Ford,F-150,2016,43773,0.124348166,5443.09
16-08-2022,Madison Brewer,Erica Jones,Honda,Corolla,2011,15883,0.10601784,1683.88
11-10-2022,Sarah Jackson,Julie Flowers,Ford,Civic,2010,17750,0.124566978,2211.06
21-10-2022,Anthony Baker,Claudia Campbell MD,Nissan,Corolla,2011,26017,0.083391553,2169.6
31-01-2023,Robert Mack,Julia Gardner,Toyota,F-150,2018,13871,0.13404394,1859.32
19-08-2022,Michael Parker,Ashley Nelson,Toyota,Corolla,2012,46203,0.067851123,3134.93
24-01-2023,Amy Burke,Kevin Harrison,Ford,F-150,2018,29655,0.08215267,2436.24
17-11-2022,Steven Hernandez,Miranda Stanley,Chevrolet,Altima,2022,33110,0.122285942,4048.89
07-03-2023,Desiree Cannon,Robert Burke,Ford,Silverado,2021,46139,0.12867908,5937.12
28-01-2023,Melissa Ford,John Orozco,Honda,F-150,2022,47277,0.070577033,3336.67
09-10-2022,Vanessa Vance,Marie Evans,Chevrolet,F-150,2021,14884,0.081680353,1215.73
24-07-2022,Mark Brooks,Tammy Brown,Chevrolet,F-150,2018,31163,0.060057204,1871.56
05-07-2022,Gregory Gonzalez,James Gallagher,Toyota,Silverado,2014,13964,0.148722867,2076.77
09-09-2022,Robert Blanchard,Daniel Lin,Toyota,Civic,2018,46507,0.145953665,6787.87
25-04-2023,Mr. Ronald Nunez,Sara Fletcher,Chevrolet,Corolla,2017,29602,0.078947128,2336.99
07-06-2022,Kyle Garrison,Krystal Glass,Honda,Corolla,2014,25555,0.093254882,2383.13
12-09-2022,Bryan Robbins,Anne Ferrell,Toyota,Civic,2019,24389,0.095097703,2319.34
18-10-2022,Andrew Martinez,David Garrett,Honda,Silverado,2015,37500,0.103799672,3892.49
05-07-2022,David Russell,Michael Miller,Nissan,Silverado,2016,24173,0.091079264,2201.66
18-12-2022,Edward Rodriguez,Amanda Anderson,Ford,Civic,2018,48905,0.120653061,5900.54
21-07-2022,Bryan Jones,Nicole Parsons,Chevrolet,Civic,2017,13097,0.100233911,1312.76
23-01-2023,Jason Sparks,John Olson,Honda,Corolla,2015,39430,0.083964739,3310.73
10-01-2023,Mark Greene,Samantha Hill,Chevrolet,Civic,2014,16606,0.117475392,1950.8
31-03-2023,David Yang,Christopher Roberts,Chevrolet,Altima,2012,34902,0.055008191,1919.9
22-12-2022,Jonathan Sullivan,Joshua Ali,Ford,Corolla,2014,38345,0.124913099,4789.79
03-05-2022,Daniel Garcia,David Johnson,Nissan,Altima,2015,28962,0.1044098,3023.92
27-01-2023,William Kerr,Joseph Elliott,Ford,Civic,2022,38622,0.065223833,2519.07
13-01-2023,Crystal Montoya,Kirsten Thompson DDS,Chevrolet,Civic,2012,16242,0.093600959,1520.27
16-05-2022,Mark Wagner,Timothy Sims,Toyota,F-150,2018,44409,0.09709587,4311.93
19-11-2022,Mary Griffin,Morgan Blair,Toyota,Altima,2012,28391,0.122471068,3477.08
26-05-2022,Jacqueline Mcintosh,Virginia Christensen,Nissan,F-150,2014,39059,0.086522705,3379.49
19-12-2022,Timothy Becker,Andrew Bowen,Ford,Civic,2012,38980,0.052347642,2040.51
17-09-2022,Kathleen Richardson,Casey Marshall,Honda,Corolla,2020,10301,0.132313722,1362.96
20-11-2022,Susan Maxwell,Jade Taylor,Nissan,Civic,2021,11516,0.081035957,933.21
26-12-2022,Monica Patterson,Samuel Harris,Toyota,F-150,2017,32964,0.114420208,3771.75
